Date,Dewpoint,NDVI,NDWI,Precipitation,Temperature
2020-07,286.4642689496897,0.5577877754302996,-0.5059772336708335,0.08975988404221695,292.66174366794894
2020-08,287.29582840324815,0.5666081027949507,-0.5143741458143056,0.16135645613595684,292.91050906535844
2020-09,284.1198168644279,0.5034748489003678,-0.46160481407595527,0.09322570188666532,288.7788637389545
2020-10,278.78273775462975,0.42715080908588005,-0.4049833138598222,0.19345159621493,282.0326805888353
2020-11,275.86673228483863,0.386203331591965,-0.3973269249487618,0.01937037607611923,279.25319263973415
2020-12,271.3710556125869,0.15606662103723112,-0.14007960312024692,0.1932966981963219,273.5693118306149
2021-01,267.8997642585854,0.23275835627105443,-0.22501342202520178,0.13601487711415336,271.1028149028745
2021-02,272.143543556326,0.25494768700090903,-0.2739296872854257,0.05424229543032488,275.8782735807632
2021-03,271.25084489143967,0.2981048332430808,-0.31428664419325375,0.02902808949933453,277.0598701275824
2021-04,273.7877772971911,0.3367153200278118,-0.3428852360868524,0.09428371351832285,279.3421791615011
2021-05,278.78447724815805,0.4430474554354033,-0.4028346630315916,0.15229862993960777,283.7600272243945
2021-06,285.13169206730134,0.5192560413218633,-0.47673646391197805,0.08436341774439474,291.3179730921166
2021-07,286.6915327778371,0.5512185596701905,-0.508744849305019,0.18354689474794064,292.2066195653159
2021-08,285.4060594470024,0.5417361242273552,-0.49881860453475263,0.10415810034708363,291.7038011760179
2021-09,284.11058876132614,0.4734556445974331,-0.44207324474788123,0.08767306036967777,289.2031816279955
2021-10,278.4392308664088,0.47952825789462117,-0.457961555371853,0.08570082275857786,282.7606956435208
2021-11,274.29674233920895,0.3607951672501745,-0.3723483191148659,0.14462517548720116,277.2772901701941
2021-12,269.5972342939657,0.27122607854688,-0.2666233410064975,0.068966133222231,273.097124152747
2022-01,268.4310591932027,0.3048860044175667,-0.3300777585939606,0.027464712321369184,273.2116251061534
2022-02,270.02454544061237,0.258883848626606,-0.2775156558154437,0.04301336416898998,275.3391285625893
2022-03,270.2261798202503,0.2959099377062807,-0.32035645585270217,0.028783311507003143,276.9699462611491
2022-04,274.8649901828984,0.34497485988795573,-0.3454467409076273,0.08820007533498136,280.7692204784984
2022-05,282.5297859207785,0.41454830592674896,-0.3743278399032786,0.09931568291430364,287.6126488850198
2022-06,285.7336386877851,0.5024886395538396,-0.47040414420641335,0.10722709723519333,292.6769225570153
2022-07,286.5309728492887,0.501365371033401,-0.4730500547280094,0.07088793991867748,295.01835539317057
2022-08,286.27664661657275,0.46555611491552046,-0.4369534436989836,0.1184916513609749,293.3200157801268
2022-09,282.633651681244,0.4711397662654882,-0.4411471273354458,0.1106644009218513,287.81886542469977
2022-10,282.88549904884457,0.42367321771023253,-0.418019747025049,0.08130279673138399,286.39887014972624
2022-11,275.6543658958926,0.35716467463598944,-0.35526417849608594,0.10787462075104316,278.86416890621257
2022-12,272.302881671637,0.1734035278060811,-0.16055565284662796,0.10221983061066468,274.66886567878
2023-01,270.18121522363333,0.24483517426120105,-0.23216039129531868,0.0683922269333216,273.71447565387405
2023-02,270.34999782026483,0.27521160904915276,-0.2836223941259649,0.02514529624578683,275.24462101031395
2023-03,273.8498190955277,0.29938350347600073,-0.30234375362639937,0.06656120875891378,278.8021944538274
2023-04,275.0484319818017,0.34935150808567556,-0.3388981228632672,0.08671502169385908,280.6439267056101
2023-05,281.34912623374976,0.42552512720341645,-0.37560534343572227,0.1958143329187372,285.27238747116303
2023-06,285.636153787731,0.4633014829491003,-0.4178823911428338,0.1312487482639356,290.70858185098155
2023-07,287.7799376384958,0.48919984881807216,-0.4470653377012142,0.12454425355190318,293.3162553732504
2023-08,286.4182628884922,0.5200704981978143,-0.48302123064440455,0.14220285559008344,293.3314201886953
2023-09,285.52782827004876,0.5123572594427904,-0.48014616693483536,0.0872476601371602,290.4849826241666
2023-10,282.3286733725634,0.43453645657015116,-0.4226340285402666,0.16813512999723745,286.4551767954596
2023-11,273.62123696119403,0.34054026407168114,-0.3404109990211372,0.1256378678606408,277.4739989663458
2023-12,271.7135063312835,0.2845337030980762,-0.2942632985459001,0.08854225703609703,275.079857527088
2024-01,270.0951947002612,0.2685560843342195,-0.27844986016569745,0.07381889592287755,273.95296259034836
2024-02,274.4636568436689,0.2906235668134181,-0.30740535424962173,0.158205932609901,277.76729775958967
2024-03,275.7139993201416,0.3106537646868216,-0.2984704351330053,0.21365180508087683,279.053606588194
2024-04,276.72077110578397,0.4046884787138098,-0.3779524183254723,0.11818515940310569,281.6261285507948
2024-05,281.6623271860691,0.45618964616897895,-0.40137847675582433,0.24022056341067077,285.09912222382087
2024-06,285.69065965298796,0.5022669497831393,-0.4584351181825383,0.17727802055487651,289.63060262279663
2024-07,288.4914092840358,0.5539966728761645,-0.5039885267065664,0.10183156123023143,293.56469803210734
2024-08,288.6149046658016,0.5563677413859469,-0.5072866062653036,0.07094556065235384,294.49562468380253
2024-09,283.0424545259608,0.5261162538675007,-0.4850642947111193,0.20054991837313219,287.27842004623193
2024-10,282.63548728905056,0.45026171583093555,-0.4272704085940083,0.24001141384500396,284.7259739813587
2024-11,274.2224150052158,0.42350687575784407,-0.42168130030523515,0.03686975450716168,278.09479034029096
2024-12,269.3630562735426,0.3078051155909402,-0.3209171683662443,0.06727334221026067,273.6827419303493
2025-01,270.7859486848958,0.2927902632470767,-0.31264509618030667,0.11102134151674461,273.8301990662827
2025-02,271.8278081230692,0.2851235029626849,-0.2898144385665763,0.05904221900412142,275.1391656490153
2025-03,274.0938463583867,0.33662562012324393,-0.33180550687996696,0.1256822735238269,278.1859400201431
2025-04,278.1276543045016,0.3869190328952355,-0.3564649241987154,0.14869065805233847,282.41071412286897
2025-05,281.31985705084173,0.49920507561728383,-0.4450339549165151,0.1579733468928706,285.56023052599085
2025-06,287.2629868554511,0.5466958076557739,-0.5035312360207762,0.0845217570920648,293.3317360781553
2025-07,286.11803438847915,0.5706098191278184,-0.524280552412701,0.143698817226915,292.3703341801939
2025-08,286.83033556378774,0.5530996534599769,-0.5070704289425036,0.1574606770233102,292.74690193524066
2025-09,284.5478945726724,0.5254358078175314,-0.47919343013308147,0.1408487027567042,288.28221685689755
2025-10,279.1581524925699,0.4718652991883006,-0.44633141848832336,0.08195181165317182,282.9337148711923
2025-11,273.6197384786217,0.37710059535945756,-0.38000183667838217,0.08486172256158435,277.2436912329028
2025-12,272.75177325796074,0.3249918249565317,-0.32945207995337705,0.07748951272118355,275.4659895614633
2026-01,268.96094924227356,0.28506417111671756,-0.29248722773347646,0.07243224637787084,272.1610828249129
2026-02,273.09802236402356,0.2842737867664736,-0.2883163225121309,0.10326239008637984,276.168235793163
2026-03,273.1422423329127,0.3315429695937239,-0.322429229890755,0.08626168391098998,277.9183996396474
2026-04,277.9077208726401,0.40632545918934115,-0.381541244965566,0.057161780518283384,283.5172921448519
2026-05,,0.5118185548355887,-0.46270844153083757,0.057161780518283384,
